path,license_expression,copyright,evidence
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0096_witch-wand.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0097_glasses.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0111_magician-wand.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0114_wizard-staff-2.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0125_knife.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0126_bowl.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0131_gift.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0132_candle.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0134_party-hat.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0136_dining-table.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0138_ak47.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0139_chair.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0142_kama.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0143_dagger.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0144_katana.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0147_sabre.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0149_kunai.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0154_scythe.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0156_medieval-shield.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0160_barrel.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0163_greek-sword.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0165_cauldron.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0168_axe.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0170_pillow.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0171_small-table.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0172_book.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0174_spear.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0178_crossbow.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0179_rock.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0183_pirate-hat.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0185_couch.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0186_cowboy-hat.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0187_awp-sniper.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0188_ak74u.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0189_desert-eagle.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0190_dragunov-sniper.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0191_mustang-gt-low-poly.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0192_fantasy-sword-1.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0193_fantasy-sword-2.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0194_fantasy-sword-3.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0195_fantasy-sword-4.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0196_fantasy-sword-5.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0197_fantasy-sword-6.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0199_old-helmet.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0200_chain.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0201_revolver.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0202_bs1-tishina.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0204_glock-18.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0205_mini-uzi.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0206_mp5.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0207_rocket-launcher.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0210_baseball-bat.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0211_sai.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0215_small-table.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0216_ak47.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0218_metal-bat.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0220_pistol.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0222_sheath.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0223_m16.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0224_m3-shotgun.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0228_sniper.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0230_sniper-with-knife.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0231_short-couch.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0232_pillow.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0233_greek-sword.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
